Release Date,Time,Actual,Forecast,Previous
"Sep 13, 2024 (Jul)",12:00, ,-0.6%,-0.1%
"Aug 14, 2024 (Jun)",12:00,-0.1%,0.4%,-0.9%
"Jul 15, 2024 (May)",12:00,-0.6%,-0.9%,-0.1%
"Jun 13, 2024 (Apr)",12:00,-0.1%,0.1%,0.5%
"May 15, 2024 (Mar)",12:00,0.6%,0.5%,1.0%
"Apr 15, 2024 (Feb)",12:00,0.8%,0.8%,-3.0%
"Mar 13, 2024 (Jan)",13:00,-3.2%,-1.8%,1.6%
"Feb 14, 2024 (Dec)",13:00,2.6%,-0.2%,0.4%
"Jan 15, 2024 (Nov)",13:00,-0.3%,-0.3%,-0.7%
"Dec 13, 2023 (Oct)",13:00,-0.7%,-0.3%,-1.0%
