"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/2020","1,254.06","1,134.67","1,260.57","1,132.94","66.03B","11.63%"
"05/01/2020","1,123.43","1,081.74","1,131.42","1,067.65","32.30B","2.42%"
"04/01/2020","1,096.91","981.00","1,116.37","967.83","39.03B","9.49%"
"03/01/2020","1,001.84","1,232.14","1,313.74","893.90","31.68B","-16.32%"
"02/01/2020","1,197.26","1,443.74","1,514.26","1,127.24","35.88B","-16.74%"
"01/01/2020","1,438.02","1,357.69","1,516.17","1,290.29","45.01B","6.42%"
"12/01/2019","1,351.31","1,265.48","1,364.53","1,259.58","34.69B","7.27%"
"11/01/2019","1,259.73","1,143.30","1,277.34","1,130.65","23.34B","10.45%"
"10/01/2019","1,140.55","1,239.88","1,240.35","1,061.08","21.53B","-7.68%"
"09/01/2019","1,235.44","1,103.39","1,254.28","1,103.39","21.04B","11.97%"
"08/01/2019","1,103.40","1,184.49","1,193.89","1,066.91","12.67B","-7.62%"
"07/01/2019","1,194.39","1,151.44","1,222.32","1,134.67","17.93B","6.44%"
"06/01/2019","1,122.18","1,014.34","1,125.00","1,006.92","12.61B","10.10%"
"05/01/2019","1,019.23","1,073.19","1,077.51","937.70","15.11B","-4.73%"
"04/01/2019","1,069.87","1,078.17","1,136.52","1,047.92","14.96B","-0.71%"
"03/01/2019","1,077.54","1,186.52","1,221.13","1,014.07","19.28B","-9.10%"
"02/01/2019","1,185.47","1,171.94","1,191.13","1,123.01","16.48B","1.09%"
"01/01/2019","1,172.70","1,003.00","1,198.85","950.92","18.32B","16.51%"
"12/01/2018","1,006.55","1,063.50","1,069.05","958.08","14.04B","-4.23%"
"11/01/2018","1,050.98","955.11","1,050.98","953.21","17.72B","10.21%"
"10/01/2018","953.59","1,053.43","1,065.84","945.41","18.90B","-9.27%"
"09/01/2018","1,051.00","950.33","1,057.95","913.06","17.47B","10.34%"
"08/01/2018","952.49","1,041.70","1,046.28","879.09","14.40B","-8.28%"
"07/01/2018","1,038.46","1,088.99","1,128.86","958.11","15.95B","-5.38%"
"06/01/2018","1,097.47","1,134.44","1,136.56","1,049.58","10.05B","-3.09%"
"05/01/2018","1,132.51","1,204.71","1,212.90","1,132.51","11.88B","-5.31%"
"04/01/2018","1,196.03","1,339.36","1,353.62","1,190.32","13.47B","-10.62%"
"03/01/2018","1,338.07","1,410.02","1,419.53","1,314.63","12.79B","-5.40%"
"02/01/2018","1,414.41","1,461.54","1,473.88","1,353.22","10.77B","-2.82%"
"01/01/2018","1,455.45","1,367.48","1,477.99","1,314.46","14.68B","6.82%"
"12/01/2017","1,362.56","1,215.24","1,369.87","1,204.76","11.78B","12.07%"
"11/01/2017","1,215.87","1,323.08","1,381.15","1,188.59","13.52B","-7.77%"
"10/01/2017","1,318.34","1,261.92","1,326.03","1,206.50","12.54B","4.53%"
"09/01/2017","1,261.17","1,396.40","1,396.67","1,248.15","11.67B","-9.36%"
"08/01/2017","1,391.40","1,385.46","1,414.09","1,340.15","15.01B","0.81%"
"07/01/2017","1,380.26","1,300.46","1,396.50","1,296.95","10.64B","6.35%"
"06/01/2017","1,297.90","1,275.08","1,312.95","1,259.65","9.00B","2.10%"
"05/01/2017","1,271.18","1,255.47","1,302.62","1,229.12","9.88B","1.66%"
"04/01/2017","1,250.48","1,161.86","1,264.10","1,152.10","8.50B","7.84%"
"03/01/2017","1,159.54","1,161.76","1,216.14","1,158.49","10.70B","0.17%"
"02/01/2017","1,157.62","1,133.33","1,196.77","1,126.45","10.96B","2.19%"
"01/01/2017","1,132.82","1,032.70","1,137.92","1,000.02","12.38B","9.35%"
"12/01/2016","1,035.95","981.32","1,040.96","953.48","8.55B","5.74%"
"11/01/2016","979.76","1,068.13","1,070.61","976.28","10.51B","-7.84%"
"10/01/2016","1,063.12","1,037.30","1,083.18","1,020.76","8.08B","3.02%"
"09/01/2016","1,031.97","1,015.50","1,086.50","1,006.23","6.57B","2.04%"
"08/01/2016","1,011.30","986.85","1,048.10","958.60","8.76B","3.50%"
"07/01/2016","977.06","1,024.20","1,102.36","911.48","8.22B","-4.15%"
"06/01/2016","1,019.33","1,018.58","1,051.25","985.77","7.49B","0.24%"
"05/01/2016","1,016.84","1,115.76","1,115.82","979.73","8.64B","-9.00%"
"04/01/2016","1,117.46","1,065.34","1,140.63","1,043.17","8.65B","4.47%"
"03/01/2016","1,069.64","990.74","1,078.61","985.43","9.71B","8.20%"
"02/01/2016","988.53","969.06","995.89","915.05","9.56B","1.95%"
"01/01/2016","969.58","942.77","969.79","900.22","9.67B","2.84%"
"12/01/2015","942.77","968.36","1,006.55","895.82","9.72B","-2.64%"
"11/01/2015","968.36","1,090.31","1,101.56","959.28","9.04B","-5.12%"
"10/01/2015","1,020.64","957.39","1,044.36","943.49","9.00B","7.27%"
"09/01/2015","951.47","962.94","971.99","902.45","6.70B","-1.63%"
"08/01/2015","967.24","1,043.38","1,045.21","898.39","6.87B","-7.37%"
"07/01/2015","1,044.17","1,081.85","1,102.11","1,002.50","7.95B","-3.24%"
"06/01/2015","1,079.18","1,091.62","1,117.72","987.96","10.25B","-1.56%"
"05/01/2015","1,096.25","1,113.27","1,187.76","1,079.61","8.32B","-1.72%"
"04/01/2015","1,115.47","1,074.02","1,156.15","1,066.16","9.09B","4.33%"
"03/01/2015","1,069.14","1,144.15","1,151.38","1,026.16","11.28B","-6.21%"
"02/01/2015","1,139.88","1,231.88","1,248.87","1,121.55","9.16B","-7.33%"
"01/01/2015","1,230.09","1,145.33","1,271.89","1,139.42","8.92B","6.76%"
"12/01/2014","1,152.25","1,181.17","1,194.83","1,052.28","9.78B","-2.49%"
"11/01/2014","1,181.65","1,084.27","1,196.59","1,025.47","9.67B","8.89%"
"10/01/2014","1,085.18","1,009.69","1,092.71","973.21","8.20B","7.49%"
"09/01/2014","1,009.53","1,094.46","1,132.67","991.58","8.30B","-7.60%"
"08/01/2014","1,092.61","1,125.52","1,137.24","1,030.09","8.16B","-2.66%"
"07/01/2014","1,122.45","1,072.96","1,160.73","1,035.71","7.39B","4.70%"
"06/01/2014","1,072.07","1,104.25","1,134.71","1,058.05","8.52B","-2.34%"
"05/01/2014","1,097.79","1,010.99","1,109.48","1,010.99","8.51B","9.79%"
"04/01/2014","999.91","938.84","1,012.72","933.36","10.03B","6.75%"
"03/01/2014","936.72","809.63","956.64","806.00","9.05B","14.13%"
"02/01/2014","820.72","817.20","875.61","796.33","8.52B","0.96%"
"01/01/2014","812.93","898.50","926.09","794.69","11.09B","-10.17%"
