"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2017","117.99","115.94","120.72","113.55","","1.77%"
"01/01/2017","115.94","107.42","116.14","106.02","","7.93%"
"12/01/2016","107.42","113.35","115.90","106.39","","-5.44%"
"11/01/2016","113.60","100.78","118.71","100.13","","12.72%"
"10/01/2016","100.78","99.91","101.33","95.34","","0.87%"
"09/01/2016","99.91","94.81","100.35","93.78","","5.38%"
"08/01/2016","94.81","98.82","99.77","94.70","","-4.05%"
"07/01/2016","98.82","96.23","100.37","94.27","","2.78%"
"06/01/2016","96.15","90.60","96.27","89.43","","5.85%"
"05/01/2016","90.83","97.79","97.79","88.65","","-7.12%"
"04/01/2016","97.79","91.61","98.28","88.69","","6.75%"
"03/01/2016","91.61","90.62","96.34","89.77","","0.94%"
"02/01/2016","90.76","87.84","91.64","85.87","","3.35%"
"01/01/2016","87.82","89.54","89.75","83.00","","-1.80%"
"12/01/2015","89.42","86.67","90.31","85.72","","2.99%"
"11/01/2015","86.83","94.14","95.69","84.17","","-7.77%"
"10/01/2015","94.14","96.57","100.61","93.48","","-2.07%"
"09/01/2015","96.13","97.11","100.77","92.18","","-1.02%"
"08/01/2015","97.11","98.89","100.41","91.41","","-1.98%"
"07/01/2015","99.07","106.65","108.53","98.62","","-7.17%"
"06/01/2015","106.73","111.93","114.13","105.34","","-4.65%"
"05/01/2015","111.93","120.75","123.53","111.83","","-7.30%"
"04/01/2015","120.75","112.10","120.75","110.90","","7.71%"
"03/01/2015","112.10","111.94","116.44","107.36","","0.15%"
"02/01/2015","111.94","110.47","113.16","108.82","","1.48%"
"01/01/2015","110.30","118.31","118.49","106.59","","-6.77%"
"12/01/2014","118.31","122.95","125.34","117.41","","-3.76%"
"11/01/2014","122.93","127.46","128.77","122.81","","-3.58%"
"10/01/2014","127.49","125.69","129.34","122.06","","1.43%"
"09/01/2014","125.69","133.18","135.01","125.16","","-5.62%"
